gene_id,SRR9654972,SRR9654980,SRR9654983,SRR9654984,SRR9654985,SRR9654987,SRR9654988,SRR9654989,SRR9654990,SRR9654993,SRR9654994,SRR9654995,SRR9654996,SRR9654997,SRR9654998,SRR9655000,SRR9655004,SRR9655005,SRR9655008,SRR9655009,SRR9655010,SRR9655012,SRR9655013,SRR9655014,SRR9655015,SRR9655018,SRR9655019,SRR9655020,SRR9655021,SRR9655022,SRR9655023,SRR9655025,SRR9655029,SRR9655030
K00265,756,275,163,326,547,205,422,312,148,112,193,177,179,277,354,172,87,104,186,219,312,1224,588,545,56,87,154,259,102,205,338,153,114,139
K00266,1202,459,685,1277,1697,977,1973,1024,1197,815,903,547,457,879,1586,1339,553,226,1160,658,800,2566,749,327,739,978,1188,820,621,1282,526,410,811,954
K00273,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
K00274,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
K00275,222,54,17,18,23,51,42,46,30,155,61,94,0,33,7,44,19,216,69,7,5,24,163,455,334,136,95,0,116,27,10,234,26,3
K00276,181,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,4,82,106,0,32,0,0,0,0,2,0,0,0,0,0
K00278,801,510,305,357,1069,437,670,447,263,340,358,291,150,511,618,481,236,405,352,326,546,2232,123,297,119,394,280,416,113,348,371,679,178,307
K00281,1301,4,13,18,13,485,108,68,97,242,186,120,0,127,10,234,26,404,51,38,382,171,226,740,314,178,303,10,188,99,3,558,4,2
K00282,109,185,74,142,24,123,90,67,127,20,40,17,19,13,56,156,3,60,694,59,18,13,100,304,581,242,538,99,206,350,172,292,281,60
K00283,86,148,56,130,18,89,91,76,59,16,65,15,22,24,38,105,6,63,636,34,15,17,79,169,267,160,407,47,168,276,132,130,155,40
K00285,484,0,0,0,0,106,0,0,9,0,0,0,0,13,0,0,0,1,0,12,46,375,0,50,21,1,68,0,10,3,0,0,0,0
K00286,1560,1774,1246,2193,1653,1003,1594,2241,2541,1012,1383,984,1094,1515,3041,1794,959,764,1750,1600,936,2489,1161,1079,1322,1810,1183,1487,1626,1490,1188,1066,1397,2012
K00287,1234,1941,1262,1532,846,972,786,1518,2575,823,978,939,811,1103,2353,1105,946,981,1684,1069,918,2149,1014,1321,725,1548,1293,821,479,1004,1151,947,764,920
K00288,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
K00290,223,42,254,880,794,211,741,588,81,511,480,412,317,405,526,660,334,287,145,252,93,54,196,383,235,373,114,251,90,477,26,248,291,609
K00293,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
K00294,9,2,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,12,107,0,0,0,0,0,51,0,28,0,0,2,0,0,2,0
K00295,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
K00297,1064,1530,763,1256,963,652,669,1107,743,591,944,712,368,842,2111,1060,674,783,1128,935,632,400,1243,1429,852,982,785,954,526,986,1087,438,686,1187
K00298,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,6,49,9,1,0,0,1,0,0,0,0
K00299,735,0,0,1,0,316,1,1,32,0,2,3,0,65,1,1,0,1,5,46,199,417,0,113,15,0,171,5,12,11,1,0,0,0
K00301,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
K00302,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
K00303,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
K00304,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
K00305,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
K00311,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
K00313,950,41,26,41,52,681,24,91,203,19,11,8,111,163,77,21,56,30,244,78,396,362,270,224,167,60,422,15,193,89,69,117,36,19
K00315,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
K00316,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
K00317,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
K00318,0,0,0,0,2,1,2,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,23,0,0,0,7,0,3,0,0,0,3,0
K00319,2,55,0,0,0,2,115,0,56,0,0,0,0,0,1,0,0,5,21,0,2,0,137,63,90,0,53,4,0,35,64,26,89,34
K00320,0,46,0,0,0,2,83,0,51,0,0,0,0,0,0,0,0,5,21,0,2,0,131,43,99,0,35,1,0,23,46,18,68,23
K00322,816,2,0,2,0,391,0,0,36,1,4,0,0,77,0,1,14,2,13,39,271,277,0,134,43,1,229,1,18,12,0,0,0,0
K00324,853,1053,435,8,82,378,36,62,885,158,321,260,52,292,1387,238,323,244,423,288,457,322,53,511,42,701,329,172,125,167,497,197,25,42
K00325,349,298,52,0,10,185,14,4,96,32,110,64,27,79,79,26,53,33,35,121,174,123,35,107,32,100,170,14,11,59,33,33,24,5
K00326,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
K00327,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
K00330,712,13,3,4,16,425,48,44,75,352,125,140,4,89,11,103,10,293,23,28,220,333,98,119,46,7,171,20,26,158,13,252,4,6
K00331,633,9,5,5,3,340,42,9,58,79,67,38,6,68,6,108,3,227,11,19,162,213,85,158,73,28,181,26,24,181,18,328,3,3
K00332,2,2,0,0,0,2,1,0,4,0,0,0,1,2,6,0,2,0,0,0,0,1,5,0,0,0,0,7,0,17,13,1,1,1
K00333,56,4,0,3,0,3,4,2,9,0,6,2,0,8,5,0,1,24,0,0,1,0,49,1,77,0,14,6,23,32,12,84,1,0
K00334,921,426,164,583,538,523,622,722,963,77,144,38,287,337,63,244,61,115,618,116,308,335,213,391,519,330,578,199,840,434,218,435,414,843
K00335,657,441,120,534,422,333,481,742,966,94,194,46,126,326,83,267,51,104,577,113,173,171,130,529,570,313,341,200,892,366,204,318,382,607
K00336,206,1,0,4,0,132,2,2,23,1,1,0,5,24,1,0,0,0,1,8,59,70,0,35,18,0,80,14,3,5,5,0,0,2
K00337,261,7,5,5,3,236,23,28,38,102,50,56,1,30,0,25,5,85,23,19,35,97,133,385,187,79,133,13,71,82,7,3,2,3
K00338,750,9,4,6,14,393,18,37,73,202,65,112,8,64,6,54,12,268,12,26,262,254,40,119,48,11,196,28,25,193,24,128,0,4
K00339,524,19,1,7,7,212,16,39,55,154,33,64,5,55,14,47,8,119,9,20,156,244,76,146,82,20,119,14,41,33,8,158,2,2
K00340,934,19,13,17,12,450,42,38,88,292,121,172,13,110,6,79,20,373,56,34,209,347,185,605,298,159,267,29,127,207,22,368,0,6
K00341,474,8,5,10,9,222,37,16,37,163,79,75,3,50,11,153,7,63,10,24,161,240,128,215,158,47,218,14,61,178,6,5,2,0
K00342,0,0,0,0,0,5,0,0,6,0,0,0,0,0,0,0,0,0,0,6,0,153,0,3,13,2,0,4,0,0,2,0,0,0
K00343,425,8,6,12,6,332,37,28,90,220,104,104,3,83,1,149,23,263,30,18,239,317,127,347,185,61,284,18,65,171,9,334,3,4
K00344,616,0,1,0,0,169,1,62,13,1,2,1,13,48,1,0,21,4,5,38,584,696,0,89,45,14,22,7,15,4,2,18,7,3
K00346,2,1,0,0,18,126,39,32,33,234,123,150,0,0,0,166,4,121,18,2,1,199,96,2,54,1,35,5,21,236,1,10,6,0
K00347,2,3,2,1,9,157,37,28,27,208,136,83,0,0,0,176,5,157,12,15,1,208,57,4,50,1,37,6,10,201,3,8,5,0
K00348,4,1,3,2,8,142,42,22,86,276,124,125,0,0,0,163,5,213,31,2,2,630,81,36,72,0,53,8,12,222,5,6,1,0
K00349,3,1,4,0,3,101,40,28,26,196,111,101,0,0,0,97,3,134,10,1,2,183,71,5,29,3,46,9,11,188,4,3,0,0
K00350,2,1,3,0,12,97,46,21,10,272,103,105,0,0,0,94,2,143,13,0,1,159,80,8,34,5,34,7,10,194,3,7,1,0
K00351,2,2,1,1,8,115,34,22,19,167,104,70,0,0,0,130,6,121,15,1,2,152,68,2,26,0,46,7,8,206,3,7,2,0
K00354,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
K00355,447,2,34,164,18,22,3,69,43,10,45,0,132,133,201,62,48,14,220,656,201,56,18,83,48,28,36,10,15,41,210,35,16,286
K00361,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,2,18,0,191,0,2,2,0,0,0,0,0,0,0,0,0
K00362,46,0,0,0,0,31,0,0,12,0,0,0,0,57,0,0,14,0,1,10,199,45,0,47,23,0,8,3,1,1,1,0,0,0
K00363,909,3,1,1,0,414,0,0,38,0,5,1,0,85,0,2,14,2,11,34,282,478,1,152,51,11,227,4,22,5,0,0,0,1
K00364,1026,6,0,1,0,405,0,4,41,0,2,0,0,85,2,0,14,4,22,73,349,1657,0,363,49,0,189,1,21,15,0,0,0,0
K00365,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
K00368,4,0,1,5,0,0,1,32,21,0,0,0,5,7,14,0,1,0,0,6,2,3,0,2,0,6,0,13,0,1,7,1,0,5
K00370,1754,2,1,6,0,680,22,29,140,2,1,0,9,129,5,9,9,0,20,53,427,474,4,200,86,16,364,16,33,48,14,15,0,4
K00371,1322,1,1,6,0,568,19,13,96,7,2,0,10,165,21,4,19,0,14,59,445,536,7,273,72,10,290,18,29,52,13,12,0,2
K00372,0,0,0,0,0,12,0,0,0,0,0,0,0,0,0,0,0,0,1,20,0,226,0,4,2,0,0,0,0,0,0,0,0,0
K00373,9,0,4,7,0,1,23,27,78,13,1,0,12,14,15,7,10,0,7,12,2,10,0,3,17,7,4,18,11,37,10,11,0,15
K00374,2786,17,8,7,0,1288,22,21,184,14,9,4,9,250,5,13,16,6,34,120,804,1323,0,395,119,21,587,22,72,73,9,17,3,9
K00375,378,356,393,838,479,667,1142,534,501,540,662,311,94,344,1085,1163,576,119,920,685,158,1142,212,260,612,678,443,682,538,708,260,337,510,277
K00376,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
K00380,187,1,0,0,0,13,0,0,7,0,1,0,0,51,0,1,16,1,17,29,149,90,0,60,52,11,0,1,3,3,0,0,0,0
K00381,4,0,0,2,0,8,7,3,1,0,4,2,0,1,0,0,0,0,0,2,3,15,0,218,12,27,12,0,18,1,0,0,0,0
K00382,611,305,62,171,58,786,121,262,350,154,155,128,84,170,139,397,54,346,441,423,198,1465,436,442,746,269,849,133,532,399,160,1004,179,109
K00383,423,1,4,17,0,86,1,86,36,1,0,0,27,111,13,11,0,2,3,431,272,1451,0,58,25,20,47,7,8,4,76,28,1,185
K00384,744,2058,1488,1584,1515,800,1059,1864,3526,899,1194,927,1089,1754,2601,1231,1064,963,1927,1069,1036,2010,1381,1501,866,1887,1005,1380,1095,1163,1514,1139,993,1393
K00385,76,27,358,664,392,155,134,452,100,272,303,131,176,574,148,182,199,43,82,79,74,17,12,10,22,130,65,323,101,77,233,103,260,683
K00386,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
K00389,774,2,0,4,0,371,0,0,35,5,8,3,0,72,1,0,1,3,17,34,294,442,1,126,73,5,190,2,13,15,0,0,0,0
K00390,576,2,53,8,78,258,17,11,26,29,12,1,2,75,16,0,17,60,66,25,235,91,0,622,98,37,153,4,97,20,2,0,13,31
K00392,0,0,0,0,0,0,0,0,5,0,0,0,0,0,12,0,0,0,0,4,0,0,0,1,0,0,0,5,0,0,2,0,0,0
K00394,64,13,383,768,738,175,818,683,170,384,372,206,597,605,214,157,269,56,117,126,108,52,49,1,6,138,4,273,70,182,243,89,272,984
K00395,94,10,325,895,335,216,313,762,180,332,348,231,396,812,167,228,311,41,58,174,139,40,9,0,0,115,6,424,107,54,265,95,468,860
K00399,2,27,0,0,0,1,61,0,30,0,0,0,0,0,0,0,0,5,15,0,2,0,66,24,47,0,23,2,0,18,31,12,42,15
K00400,0,55,0,0,0,2,115,0,69,0,0,0,0,0,0,0,0,8,31,0,3,0,33,55,114,0,66,2,0,8,67,26,111,23
K00401,0,47,0,0,0,1,96,0,60,0,0,0,0,0,1,0,0,6,29,0,2,0,147,47,105,1,44,2,0,28,61,23,92,21
K00402,0,29,0,0,0,2,72,0,43,0,0,0,0,0,1,0,0,3,20,0,1,0,87,35,61,0,34,2,0,23,37,12,52,14
K00404,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
K00405,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
K00406,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
K00407,13,2,10,16,48,0,55,0,17,22,1,28,4,4,24,8,20,11,28,36,7,5,5,6,64,20,35,67,12,15,5,14,12,3
K00411,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,0,0,4,0,0,0,0,13,0,0,0,0,0,0,0,0,0
K00412,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
K00413,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
K00416,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
K00417,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
K00418,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
K00419,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
K00420,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
K00424,628,2,0,2,0,291,0,3,20,0,4,0,0,83,0,0,1,1,5,26,226,278,0,103,9,0,122,0,16,7,0,0,0,0
K00425,1634,50,69,160,32,767,93,93,214,366,181,191,124,200,27,236,56,333,152,136,509,878,264,764,396,170,419,45,154,335,32,352,44,14
K00426,1623,85,84,184,48,793,121,197,263,401,214,223,173,229,32,253,57,316,213,177,639,864,266,835,400,260,481,54,170,400,56,290,71,33
K00427,571,0,0,0,0,81,0,0,13,1,2,0,0,73,0,0,0,0,1,16,281,12,0,66,1,0,49,1,9,1,0,0,0,0
K00428,883,2,2,10,0,383,28,3,36,4,14,4,0,87,0,0,13,47,17,23,258,189,118,698,223,106,190,0,87,30,0,62,2,0
K00432,581,3,5,32,14,315,13,125,58,89,38,86,32,130,6,9,23,135,50,411,298,1875,36,96,180,60,188,11,21,96,95,14,26,209
K00433,7,0,0,1,0,0,1,0,3,0,0,0,2,6,0,0,0,1,3,0,0,152,0,8,64,94,16,0,0,0,0,0,0,1
K00435,5,3,0,2,0,0,1,0,9,0,0,0,3,6,15,0,0,0,1,1,1,2,0,1,12,1,0,10,0,20,6,0,0,2
K00437,0,0,0,0,0,6,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,2,0,1,0,9,0,0,0,0
K00440,1,33,0,0,0,2,78,0,38,0,0,0,0,0,1,0,0,5,17,0,1,0,107,36,61,0,35,2,0,28,47,16,72,16
K00441,2,58,5,0,0,3,151,0,376,0,44,2,0,27,7,26,75,6,113,29,19,28,198,61,163,10,67,27,1,49,66,36,125,41
K00442,5,47,0,0,0,2,94,0,56,0,0,0,0,0,0,0,0,2,16,0,5,0,147,45,90,0,53,0,0,21,54,24,81,20
K00443,0,44,0,0,0,2,99,0,58,0,0,0,0,0,1,0,0,7,23,0,3,0,139,49,90,0,53,3,0,35,63,28,98,26
K00446,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
K00448,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,139,0,0,0,0,0,0,0,0,0,0,0,0
K00449,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,109,0,0,0,0,0,0,0,0,0,0,0,0
K00450,0,0,0,0,0,8,0,0,0,0,0,0,0,0,0,0,1,0,2,6,0,2,0,4,5,0,0,0,0,0,0,0,0,0
K00451,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
K00452,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
K00453,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
K00455,822,0,0,0,0,4,0,0,0,0,0,0,0,76,1,0,0,1,14,29,227,194,0,26,23,16,1,1,15,0,1,0,0,0
K00456,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
K00457,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
K00459,270,238,819,1536,783,543,975,1360,674,1228,1226,816,588,918,1343,1747,957,201,595,1558,254,468,307,62,588,585,437,606,491,656,395,233,1094,1291
K00463,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
K00468,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
K00469,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
K00471,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
K00472,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
K00474,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
K00477,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
K00479,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
K00480,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
K00481,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,170,0,0,0,0,0,0,0,0,0,0,0,0
K00483,562,0,0,0,0,1,0,0,0,0,0,0,0,65,0,0,0,0,5,19,92,7,0,10,4,0,0,0,10,0,0,0,0,0
K00484,768,1,0,0,0,0,0,0,0,1,0,0,0,79,1,0,0,0,13,22,266,219,0,15,21,6,0,2,19,1,0,0,0,0
K00485,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
K00486,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
K00496,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
K00499,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
K00500,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
K00505,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
K00507,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
K00508,0,0,0,0,0,18,0,0,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,121,0,0,0,0,0,0,0
K00511,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
K00520,0,0,0,0,0,1,0,5,37,0,0,0,0,0,1,0,5,1,42,18,685,0,0,1,54,16,11,2,0,0,0,0,0,0
K00523,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
K00525,622,538,257,429,173,584,264,329,1083,533,358,367,315,224,660,556,285,671,570,554,262,2020,738,583,555,570,623,539,466,453,196,515,86,158
K00526,1744,474,260,326,175,837,260,394,1096,353,337,293,172,352,597,317,319,305,432,884,627,2541,457,900,317,689,543,575,364,391,255,378,111,326
K00527,0,0,0,0,0,31,0,0,0,0,0,0,0,0,0,0,0,0,2,4,0,0,0,158,0,0,0,0,0,0,0,0,0,0
K00528,379,1231,442,6,103,309,10,82,3055,180,163,253,38,299,1281,192,538,182,196,317,526,473,15,467,42,1227,313,368,423,131,523,183,0,44
K00529,357,0,0,0,0,11,0,0,4,1,0,0,0,43,1,0,4,1,8,39,129,48,0,49,30,0,0,1,10,1,0,0,0,0
K00532,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
K00533,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,2,0,1,0,0,0,0,0,0
K00534,0,0,0,0,0,0,0,0,16,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0
K00537,1714,268,292,1235,925,964,848,982,449,370,404,136,700,492,735,309,353,288,639,747,756,2820,385,405,625,786,626,413,379,332,295,518,354,1068
K00545,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
K00547,1,1,12,89,8,43,7,31,152,2,2,16,23,103,8,72,52,1,32,343,21,1506,7,323,71,31,1,19,107,30,97,19,23,145
K00548,2256,429,562,1110,1166,1518,1624,928,869,1199,1187,739,333,1027,1339,1610,675,678,1019,884,805,972,1602,1233,1162,1003,1204,1141,1306,1421,635,605,863,435
K00549,1681,3126,1861,1744,1924,1201,1742,998,3998,951,1041,1102,723,1356,3602,1276,1213,814,1690,2929,1634,3897,312,1278,427,2548,989,1313,534,898,2188,285,765,1347
K00551,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
K00554,1638,3524,1536,1498,1912,1197,2055,1902,3279,1050,1689,1229,665,1445,4507,2111,1213,1089,2056,1524,1089,763,1484,1984,1494,2045,1492,1591,2153,1639,1827,1292,1309,1746
K00555,0,43,0,0,0,1,92,0,62,0,0,0,0,0,1,0,0,7,28,0,5,0,71,61,103,0,59,3,0,24,61,31,98,19
K00556,758,7,1,1,5,449,60,7,74,31,82,0,0,69,1,191,18,40,25,44,266,245,79,107,95,4,253,8,39,111,4,5,5,0
K00557,668,0,0,0,0,280,0,0,16,0,1,0,0,66,0,0,8,1,3,22,243,171,0,86,28,2,91,0,11,5,0,0,0,0
K00558,1442,1422,821,1169,1804,1551,3109,2456,960,1188,1343,1036,611,806,2175,2054,858,586,1868,1675,1216,581,889,1196,942,2231,767,1358,1414,1739,1527,2047,2123,2174
K00559,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
K00560,1278,1704,1266,2043,948,823,874,1802,2335,1232,1019,1075,1009,1123,2699,838,869,1015,1681,1046,941,1462,963,1255,935,1511,1212,805,447,903,1098,754,885,1171
K00561,21,0,0,0,0,19,8,53,15,3,0,0,12,1,0,6,0,10,7,40,0,0,22,0,9,51,1,1,5,2,5,3,143,32
K00563,998,344,329,339,1299,660,1275,966,628,420,730,408,249,464,1437,1281,413,116,982,1090,306,407,381,519,722,754,815,765,813,851,233,487,668,594
K00564,917,1639,678,21,61,407,245,181,1430,105,238,330,145,342,1883,349,378,379,572,561,661,1769,46,518,151,648,428,304,254,257,898,237,211,158
K00565,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
K00566,411,674,540,946,1201,436,1423,865,1361,316,693,236,372,763,631,866,349,434,684,652,277,304,619,734,728,562,476,741,837,941,450,987,651,829
K00567,974,1245,627,678,845,687,872,697,776,651,809,616,276,322,2079,1212,544,885,979,547,566,457,1361,1223,1141,891,812,642,905,1035,675,1077,762,889
K00568,670,2,0,1,0,275,0,0,26,2,1,0,0,53,0,0,0,1,10,19,207,331,0,96,15,0,167,0,11,9,0,0,0,0
K00569,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
K00570,2,0,0,2,0,1,0,3,31,0,0,0,3,7,1,0,0,7,23,1,0,1,0,3,39,0,10,4,15,2,4,0,0,1
K00571,2121,292,194,371,921,247,531,143,1068,261,389,609,98,59,268,383,200,177,482,130,75,309,317,110,407,343,433,197,338,719,147,431,570,201
K00573,733,4,0,1,0,299,0,1,39,0,3,1,0,77,0,0,1,20,3,27,223,379,0,100,32,2,148,0,18,4,0,0,0,0
K00574,217,295,165,82,72,239,60,138,123,105,96,128,63,76,397,95,166,75,180,197,201,447,7,451,91,142,127,56,2,55,97,111,112,44
K00575,53,2,183,6,73,253,68,84,12,29,58,94,0,85,71,70,110,3,3,20,32,93,2,10,19,3,96,29,1,105,1,0,46,3
K00577,1,35,0,0,0,2,73,0,41,0,0,0,0,0,1,0,0,6,25,0,4,0,116,47,80,0,39,3,0,30,44,21,87,17
K00578,2,48,0,0,0,2,97,0,68,0,0,0,0,0,0,0,0,10,30,0,1,0,139,49,113,2,55,3,0,27,65,19,104,20
K00579,3,38,0,0,0,1,81,0,55,0,0,0,1,0,0,0,0,5,29,0,3,0,158,59,92,0,51,4,0,40,52,24,88,25
