ID	Kingdom	Phylum	Class	Order	Family	Genus	Species
OTU3314	Bacteria	 Bacteroidota	 Bacteroidia	 Bacteroidales	 Bacteroidaceae	 Prevotella	Prevotella sp000433175
OTU3315	Bacteria	 Bacteroidota	 Bacteroidia	 Bacteroidales	 Bacteroidaceae	 Prevotella	Prevotella sp000434975
OTU3316	Bacteria	 Bacteroidota	 Bacteroidia	 Bacteroidales	 Bacteroidaceae	 Prevotella	Prevotella sp000435635
OTU3317	Bacteria	 Bacteroidota	 Bacteroidia	 Bacteroidales	 Bacteroidaceae	 Prevotella	Prevotella sp000436035
OTU3318	Bacteria	 Bacteroidota	 Bacteroidia	 Bacteroidales	 Bacteroidaceae	 Prevotella	Prevotella sp000436595
OTU3319	Bacteria	 Bacteroidota	 Bacteroidia	 Bacteroidales	 Bacteroidaceae	 Prevotella	Prevotella sp000436695
OTU3320	Bacteria	 Bacteroidota	 Bacteroidia	 Bacteroidales	 Bacteroidaceae	 Prevotella	Prevotella sp000436915
OTU3321	Bacteria	 Bacteroidota	 Bacteroidia	 Bacteroidales	 Bacteroidaceae	 Prevotella	Prevotella sp002251295
OTU3322	Bacteria	 Bacteroidota	 Bacteroidia	 Bacteroidales	 Bacteroidaceae	 Prevotella	Prevotella sp002251365
OTU3323	Bacteria	 Bacteroidota	 Bacteroidia	 Bacteroidales	 Bacteroidaceae	 Prevotella	Prevotella sp002251385
OTU3324	Bacteria	 Bacteroidota	 Bacteroidia	 Bacteroidales	 Bacteroidaceae	 Prevotella	Prevotella sp002265625
OTU3325	Bacteria	 Bacteroidota	 Bacteroidia	 Bacteroidales	 Bacteroidaceae	 Prevotella	Prevotella sp002299275
OTU3326	Bacteria	 Bacteroidota	 Bacteroidia	 Bacteroidales	 Bacteroidaceae	 Prevotella	Prevotella sp002299635
OTU3327	Bacteria	 Bacteroidota	 Bacteroidia	 Bacteroidales	 Bacteroidaceae	 Prevotella	Prevotella sp002300055
OTU3328	Bacteria	 Bacteroidota	 Bacteroidia	 Bacteroidales	 Bacteroidaceae	 Prevotella	Prevotella sp002350355
OTU3329	Bacteria	 Bacteroidota	 Bacteroidia	 Bacteroidales	 Bacteroidaceae	 Prevotella	Prevotella sp002480935
OTU3330	Bacteria	 Bacteroidota	 Bacteroidia	 Bacteroidales	 Bacteroidaceae	 Prevotella	Prevotella sp002481295
OTU3331	Bacteria	 Bacteroidota	 Bacteroidia	 Bacteroidales	 Bacteroidaceae	 Prevotella	Prevotella sp003447235
OTU3332	Bacteria	 Bacteroidota	 Bacteroidia	 Bacteroidales	 Bacteroidaceae	 Prevotella	Prevotella sp004556065
OTU3333	Bacteria	 Bacteroidota	 Bacteroidia	 Bacteroidales	 Bacteroidaceae	 Prevotella	Prevotella sp900290275
OTU3334	Bacteria	 Bacteroidota	 Bacteroidia	 Bacteroidales	 Bacteroidaceae	 Prevotella	Prevotella sp900313215
OTU3335	Bacteria	 Bacteroidota	 Bacteroidia	 Bacteroidales	 Bacteroidaceae	 Prevotella	Prevotella sp900315955
OTU3336	Bacteria	 Bacteroidota	 Bacteroidia	 Bacteroidales	 Bacteroidaceae	 Prevotella	Prevotella sp900316565
OTU3337	Bacteria	 Bacteroidota	 Bacteroidia	 Bacteroidales	 Bacteroidaceae	 Prevotella	Prevotella sp900317685
OTU3338	Bacteria	 Bacteroidota	 Bacteroidia	 Bacteroidales	 Bacteroidaceae	 Prevotella	Prevotella sp900540415
OTU3339	Bacteria	 Bacteroidota	 Bacteroidia	 Bacteroidales	 Bacteroidaceae	 Prevotella	Prevotella sp900543585
OTU3340	Bacteria	 Bacteroidota	 Bacteroidia	 Bacteroidales	 Bacteroidaceae	 Prevotella	Prevotella sp900543975
OTU3341	Bacteria	 Bacteroidota	 Bacteroidia	 Bacteroidales	 Bacteroidaceae	 Prevotella	Prevotella sp900544495
OTU3342	Bacteria	 Bacteroidota	 Bacteroidia	 Bacteroidales	 Bacteroidaceae	 Prevotella	Prevotella sp900544825
OTU3343	Bacteria	 Bacteroidota	 Bacteroidia	 Bacteroidales	 Bacteroidaceae	 Prevotella	Prevotella sp900545525
OTU3344	Bacteria	 Bacteroidota	 Bacteroidia	 Bacteroidales	 Bacteroidaceae	 Prevotella	Prevotella sp900546345
OTU3345	Bacteria	 Bacteroidota	 Bacteroidia	 Bacteroidales	 Bacteroidaceae	 Prevotella	Prevotella sp900546535
OTU3346	Bacteria	 Bacteroidota	 Bacteroidia	 Bacteroidales	 Bacteroidaceae	 Prevotella	Prevotella sp900546575
OTU3347	Bacteria	 Bacteroidota	 Bacteroidia	 Bacteroidales	 Bacteroidaceae	 Prevotella	Prevotella sp900547005
OTU3348	Bacteria	 Bacteroidota	 Bacteroidia	 Bacteroidales	 Bacteroidaceae	 Prevotella	Prevotella sp900548195
OTU3349	Bacteria	 Bacteroidota	 Bacteroidia	 Bacteroidales	 Bacteroidaceae	 Prevotella	Prevotella sp900548535
OTU3350	Bacteria	 Bacteroidota	 Bacteroidia	 Bacteroidales	 Bacteroidaceae	 Prevotella	Prevotella sp900548585
OTU3351	Bacteria	 Bacteroidota	 Bacteroidia	 Bacteroidales	 Bacteroidaceae	 Prevotella	Prevotella sp900548745
OTU3352	Bacteria	 Bacteroidota	 Bacteroidia	 Bacteroidales	 Bacteroidaceae	 Prevotella	Prevotella sp900549175
OTU3353	Bacteria	 Bacteroidota	 Bacteroidia	 Bacteroidales	 Bacteroidaceae	 Prevotella	Prevotella sp900550035
OTU3354	Bacteria	 Bacteroidota	 Bacteroidia	 Bacteroidales	 Bacteroidaceae	 Prevotella	Prevotella sp900550365
OTU3355	Bacteria	 Bacteroidota	 Bacteroidia	 Bacteroidales	 Bacteroidaceae	 Prevotella	Prevotella sp900551055
OTU3356	Bacteria	 Bacteroidota	 Bacteroidia	 Bacteroidales	 Bacteroidaceae	 Prevotella	Prevotella sp900551985
OTU3357	Bacteria	 Bacteroidota	 Bacteroidia	 Bacteroidales	 Bacteroidaceae	 Prevotella	Prevotella sp900552515
OTU3358	Bacteria	 Bacteroidota	 Bacteroidia	 Bacteroidales	 Bacteroidaceae	 Prevotella	Prevotella sp900552675
OTU3359	Bacteria	 Bacteroidota	 Bacteroidia	 Bacteroidales	 Bacteroidaceae	 Prevotella	Prevotella sp900552965
OTU3360	Bacteria	 Bacteroidota	 Bacteroidia	 Bacteroidales	 Bacteroidaceae	 Prevotella	Prevotella sp900553155
OTU3361	Bacteria	 Bacteroidota	 Bacteroidia	 Bacteroidales	 Bacteroidaceae	 Prevotella	Prevotella sp900553465
OTU3362	Bacteria	 Bacteroidota	 Bacteroidia	 Bacteroidales	 Bacteroidaceae	 Prevotella	Prevotella sp900553595
OTU3363	Bacteria	 Bacteroidota	 Bacteroidia	 Bacteroidales	 Bacteroidaceae	 Prevotella	Prevotella sp900553965
OTU3364	Bacteria	 Bacteroidota	 Bacteroidia	 Bacteroidales	 Bacteroidaceae	 Prevotella	Prevotella sp900554045
OTU3365	Bacteria	 Bacteroidota	 Bacteroidia	 Bacteroidales	 Bacteroidaceae	 Prevotella	Prevotella sp900554545
OTU3366	Bacteria	 Bacteroidota	 Bacteroidia	 Bacteroidales	 Bacteroidaceae	 Prevotella	Prevotella sp900554695
OTU3367	Bacteria	 Bacteroidota	 Bacteroidia	 Bacteroidales	 Bacteroidaceae	 Prevotella	Prevotella sp900555035
OTU3368	Bacteria	 Bacteroidota	 Bacteroidia	 Bacteroidales	 Bacteroidaceae	 Prevotella	Prevotella sp900556275
OTU3369	Bacteria	 Bacteroidota	 Bacteroidia	 Bacteroidales	 Bacteroidaceae	 Prevotella	Prevotella sp900556395
OTU3370	Bacteria	 Bacteroidota	 Bacteroidia	 Bacteroidales	 Bacteroidaceae	 Prevotella	Prevotella sp900556795
OTU3371	Bacteria	 Bacteroidota	 Bacteroidia	 Bacteroidales	 Bacteroidaceae	 Prevotella	Prevotella sp900556825
OTU3372	Bacteria	 Bacteroidota	 Bacteroidia	 Bacteroidales	 Bacteroidaceae	 Prevotella	Prevotella sp900557255
OTU3373	Bacteria	 Bacteroidota	 Bacteroidia	 Bacteroidales	 Bacteroidaceae	 Prevotella	Prevotella sp900557405
OTU3374	Bacteria	 Bacteroidota	 Bacteroidia	 Bacteroidales	 Bacteroidaceae	 Prevotella	Prevotella sp900762125
OTU3375	Bacteria	 Bacteroidota	 Bacteroidia	 Bacteroidales	 Bacteroidaceae	 Prevotella	Prevotella sp900765465
OTU3376	Bacteria	 Bacteroidota	 Bacteroidia	 Bacteroidales	 Bacteroidaceae	 Prevotella	Prevotella sp900767615
OTU3377	Bacteria	 Bacteroidota	 Bacteroidia	 Bacteroidales	 Bacteroidaceae	 Prevotella	Prevotella sp900769055
OTU3378	Bacteria	 Bacteroidota	 Bacteroidia	 Bacteroidales	 Bacteroidaceae	 Prevotella	Prevotella sp900769275
OTU3379	Bacteria	 Bacteroidota	 Bacteroidia	 Bacteroidales	 Bacteroidaceae	 Prevotella	Prevotella sp900770025
OTU3380	Bacteria	 Bacteroidota	 Bacteroidia	 Bacteroidales	 Bacteroidaceae	 Prevotella	Prevotella sp900770395
OTU3381	Bacteria	 Bacteroidota	 Bacteroidia	 Bacteroidales	 Bacteroidaceae	 Prevotella	Prevotella sp900770845
OTU3382	Bacteria	 Bacteroidota	 Bacteroidia	 Bacteroidales	 Bacteroidaceae	 Prevotella	Prevotella sp900771975
OTU3383	Bacteria	 Bacteroidota	 Bacteroidia	 Bacteroidales	 Bacteroidaceae	 Prevotella	Prevotella sp900772835
OTU3384	Bacteria	 Bacteroidota	 Bacteroidia	 Bacteroidales	 Bacteroidaceae	 Prevotella	Prevotella stercorea
OTU3385	Bacteria	 Bacteroidota	 Bacteroidia	 Bacteroidales	 Bacteroidaceae	 Prevotella	Prevotella timonensis
OTU3386	Bacteria	 Bacteroidota	 Bacteroidia	 Bacteroidales	 Bacteroidaceae	 Prevotella	Prevotella veroralis
OTU3387	Bacteria	 Bacteroidota	 Bacteroidia	 Bacteroidales	 Bacteroidaceae	 Prevotellamassilia	Prevotellamassilia sp000437675
OTU3388	Bacteria	 Bacteroidota	 Bacteroidia	 Bacteroidales	 Bacteroidaceae	 Prevotellamassilia	Prevotellamassilia sp004552865
OTU3389	Bacteria	 Bacteroidota	 Bacteroidia	 Bacteroidales	 Bacteroidaceae	 Prevotellamassilia	Prevotellamassilia sp004557035
OTU3390	Bacteria	 Bacteroidota	 Bacteroidia	 Bacteroidales	 Bacteroidaceae	 Prevotellamassilia	Prevotellamassilia sp900539625
OTU3391	Bacteria	 Bacteroidota	 Bacteroidia	 Bacteroidales	 Bacteroidaceae	 Prevotellamassilia	Prevotellamassilia sp900540885
OTU3392	Bacteria	 Bacteroidota	 Bacteroidia	 Bacteroidales	 Bacteroidaceae	 Prevotellamassilia	Prevotellamassilia sp900541335
OTU3393	Bacteria	 Bacteroidota	 Bacteroidia	 Bacteroidales	 Bacteroidaceae	 Prevotellamassilia	Prevotellamassilia sp900541575
OTU3394	Bacteria	 Bacteroidota	 Bacteroidia	 Bacteroidales	 Bacteroidaceae	 Prevotellamassilia	Prevotellamassilia sp900542795
OTU3395	Bacteria	 Bacteroidota	 Bacteroidia	 Bacteroidales	 Bacteroidaceae	 Prevotellamassilia	Prevotellamassilia sp900543155
OTU3396	Bacteria	 Bacteroidota	 Bacteroidia	 Bacteroidales	 Bacteroidaceae	 Prevotellamassilia	Prevotellamassilia sp900546605
OTU3397	Bacteria	 Bacteroidota	 Bacteroidia	 Bacteroidales	 Bacteroidaceae	 Prevotellamassilia	Prevotellamassilia sp900556465
OTU3398	Bacteria	 Bacteroidota	 Bacteroidia	 Bacteroidales	 Bacteroidaceae	 Prevotellamassilia	Prevotellamassilia sp900768625
OTU3399	Bacteria	 Bacteroidota	 Bacteroidia	 Bacteroidales	 Bacteroidaceae	 Prevotellamassilia	Prevotellamassilia sp900772575
OTU3400	Bacteria	 Bacteroidota	 Bacteroidia	 Bacteroidales	 Bacteroidaceae	 Prevotellamassilia	Prevotellamassilia timonensis
OTU3401	Bacteria	 Actinobacteriota	 Actinomycetia	 Propionibacteriales	 Propionibacteriaceae	 Propionibacterium	Propionibacterium freudenreichii
OTU3402	Bacteria	 Proteobacteria	 Gammaproteobacteria	 Enterobacterales	 Enterobacteriaceae	 Proteus	Proteus cibarius
OTU3403	Bacteria	 Proteobacteria	 Gammaproteobacteria	 Enterobacterales	 Enterobacteriaceae	 Proteus	Proteus mirabilis
OTU3404	Bacteria	 Proteobacteria	 Gammaproteobacteria	 Enterobacterales	 Enterobacteriaceae	 Proteus	Proteus penneri
OTU3405	Bacteria	 Proteobacteria	 Gammaproteobacteria	 Enterobacterales	 Enterobacteriaceae	 Proteus	Proteus sp001722135
OTU3406	Bacteria	 Proteobacteria	 Gammaproteobacteria	 Enterobacterales	 Enterobacteriaceae	 Proteus	Proteus sp003144505
OTU3407	Bacteria	 Proteobacteria	 Gammaproteobacteria	 Enterobacterales	 Enterobacteriaceae	 Proteus	Proteus vulgaris
OTU3408	Bacteria	 Proteobacteria	 Gammaproteobacteria	 Enterobacterales	 Enterobacteriaceae	 Providencia	Providencia alcalifaciens
OTU3409	Bacteria	 Proteobacteria	 Gammaproteobacteria	 Enterobacterales	 Enterobacteriaceae	 Providencia	Providencia alcalifaciens_A
OTU3410	Bacteria	 Proteobacteria	 Gammaproteobacteria	 Enterobacterales	 Enterobacteriaceae	 Providencia	Providencia rettgeri
OTU3411	Bacteria	 Proteobacteria	 Gammaproteobacteria	 Enterobacterales	 Enterobacteriaceae	 Providencia	Providencia rettgeri_D
OTU3412	Bacteria	 Proteobacteria	 Gammaproteobacteria	 Enterobacterales	 Enterobacteriaceae	 Providencia	Providencia rustigianii
OTU3413	Bacteria	 Proteobacteria	 Gammaproteobacteria	 Enterobacterales	 Enterobacteriaceae	 Providencia	Providencia stuartii
OTU3414	Bacteria	 Proteobacteria	 Gammaproteobacteria	 Enterobacterales	 Enterobacteriaceae	 Pseudescherichia	Pseudescherichia sp002298805
OTU3415	Bacteria	 Proteobacteria	 Gammaproteobacteria	 Enterobacterales	 Enterobacteriaceae	 Pseudescherichia	Pseudescherichia vulneris
OTU3416	Bacteria	 Firmicutes_A	 Clostridia	 Lachnospirales	 Lachnospiraceae	 Pseudobutyrivibrio	Pseudobutyrivibrio fibrisolvens_A
OTU3417	Bacteria	 Firmicutes_A	 Clostridia	 Oscillospirales	 Oscillospiraceae	 Pseudoflavonifractor	Pseudoflavonifractor capillosus
OTU3418	Bacteria	 Firmicutes_A	 Clostridia	 Oscillospirales	 Oscillospiraceae	 Pseudoflavonifractor	Pseudoflavonifractor sp014287675
OTU3419	Bacteria	 Proteobacteria	 Gammaproteobacteria	 Pseudomonadales	 Pseudomonadaceae	 Pseudomonas	Pseudomonas aeruginosa
OTU3420	Bacteria	 Proteobacteria	 Gammaproteobacteria	 Pseudomonadales	 Pseudomonadaceae	 Pseudomonas	Pseudomonas citronellolis
OTU3421	Bacteria	 Proteobacteria	 Gammaproteobacteria	 Pseudomonadales	 Pseudomonadaceae	 Pseudomonas_B	Pseudomonas_B luteola
OTU3422	Bacteria	 Proteobacteria	 Gammaproteobacteria	 Pseudomonadales	 Pseudomonadaceae	 Pseudomonas_E	Pseudomonas_E bubulae
OTU3423	Bacteria	 Proteobacteria	 Gammaproteobacteria	 Pseudomonadales	 Pseudomonadaceae	 Pseudomonas_E	Pseudomonas_E extremaustralis
OTU3424	Bacteria	 Proteobacteria	 Gammaproteobacteria	 Pseudomonadales	 Pseudomonadaceae	 Pseudomonas_E	Pseudomonas_E fulva
OTU3425	Bacteria	 Proteobacteria	 Gammaproteobacteria	 Pseudomonadales	 Pseudomonadaceae	 Pseudomonas_E	Pseudomonas_E juntendi
OTU3426	Bacteria	 Proteobacteria	 Gammaproteobacteria	 Pseudomonadales	 Pseudomonadaceae	 Pseudomonas_E	Pseudomonas_E massiliensis
OTU3427	Bacteria	 Proteobacteria	 Gammaproteobacteria	 Pseudomonadales	 Pseudomonadaceae	 Pseudomonas_E	Pseudomonas_E putida_P
OTU3428	Bacteria	 Proteobacteria	 Gammaproteobacteria	 Pseudomonadales	 Pseudomonadaceae	 Pseudomonas_R	Pseudomonas_R sp900766265
OTU3429	Bacteria	 Firmicutes_A	 Clostridia	 Oscillospirales	 Acutalibacteraceae	 Pseudoruminococcus	Pseudoruminococcus massiliensis
OTU3430	Bacteria	 Firmicutes_A	 Clostridia	 Oscillospirales	 Acutalibacteraceae	 Pseudoruminococcus	Pseudoruminococcus sp902765855
OTU3431	Bacteria	 Firmicutes	 Bacilli	 Bacillales_A	 Planococcaceae	 Psychrobacillus	Psychrobacillus sp012843435
OTU3432	Bacteria	 Firmicutes_A	 Clostridia	 Oscillospirales	 Ruminococcaceae	 Pygmaiobacter	Pygmaiobacter massiliensis
OTU3433	Bacteria	 Synergistota	 Synergistia	 Synergistales	 Dethiosulfovibrionaceae	 Pyramidobacter	Pyramidobacter piscolens
OTU3434	Bacteria	 Firmicutes_A	 Clostridia	 Peptostreptococcales	 Anaerovoracaceae	 QAKD01	QAKD01 sp003343965
OTU3435	Bacteria	 Firmicutes_A	 Clostridia	 Oscillospirales	 QAKW01	 QAKW01	QAKW01 sp003343605
OTU3436	Bacteria	 Firmicutes_A	 Clostridia	 Oscillospirales	 CAG-272	 QALR01	QALR01 sp900542425
OTU3437	Bacteria	 Firmicutes_A	 Clostridia	 Oscillospirales	 CAG-272	 QALR01	QALR01 sp900552255
OTU3438	Bacteria	 Firmicutes_A	 Clostridia	 Oscillospirales	 CAG-272	 QALR01	QALR01 sp900553085
OTU3439	Bacteria	 Firmicutes_A	 Clostridia	 Oscillospirales	 CAG-272	 QALR01	QALS01 sp003150575
OTU3440	Bacteria	 Firmicutes_A	 Clostridia	 Oscillospirales	 CAG-272	 QALR01	QALS01 sp900552625
OTU3441	Bacteria	 Firmicutes_A	 Clostridia	 Oscillospirales	 CAG-272	 QALR01	QALS01 sp900555925
OTU3442	Bacteria	 Firmicutes_A	 Clostridia_A	 Christensenellales	 QALW01	 QALW01	QALW01 sp003150515
OTU3443	Bacteria	 Firmicutes_A	 Clostridia_A	 Christensenellales	 QALW01	 QALW01	QALW01 sp900547955
OTU3444	Bacteria	 Firmicutes_A	 Clostridia_A	 Christensenellales	 QALW01	 QALW01	QALW01 sp900552055
OTU3445	Bacteria	 Actinobacteriota	 Coriobacteriia	 Coriobacteriales	 QAMH01	 QAMH01	QAMH01 sp003149935
OTU3446	Bacteria	 Actinobacteriota	 Coriobacteriia	 Coriobacteriales	 QAMH01	 QAMH01	QAMH01 sp900544245
OTU3447	Bacteria	 Actinobacteriota	 Coriobacteriia	 Coriobacteriales	 QAMH01	 QAMH01	QAMH01 sp900556425
OTU3448	Bacteria	 Cyanobacteria	 Vampirovibrionia	 Gastranaerophilales	 Gastranaerophilaceae	 QAMI01	QAMI01 sp900551915
OTU3449	Bacteria	 Cyanobacteria	 Vampirovibrionia	 Gastranaerophilales	 Gastranaerophilaceae	 QAMI01	QAMI01 sp900554095
OTU3450	Bacteria	 Firmicutes_A	 Clostridia	 Oscillospirales	 Ruminococcaceae	 QAMM01	QAMM01 sp003150405
OTU3451	Bacteria	 Firmicutes_A	 Clostridia	 Oscillospirales	 Ruminococcaceae	 QAMM01	QAMM01 sp900552945
OTU3452	Bacteria	 Firmicutes_A	 Clostridia	 Oscillospirales	 Ruminococcaceae	 QAMM01	QAMM01 sp900762715
OTU3453	Bacteria	 Firmicutes_A	 Clostridia	 Oscillospirales	 QAMX01	 QAMX01	QAMX01 sp003149835
OTU3454	Bacteria	 Firmicutes_A	 Clostridia	 Oscillospirales	 QAMX01	 QAMX01	QAMX01 sp004555605
OTU3455	Bacteria	 Firmicutes_A	 Clostridia_A	 Christensenellales	 Christensenellaceae	 QANA01	QANA01 sp003149735
OTU3456	Bacteria	 Firmicutes_A	 Clostridia_A	 Christensenellales	 Christensenellaceae	 QANA01	QANA01 sp900554725
OTU3457	Bacteria	 Bacteroidota	 Bacteroidia	 Bacteroidales	 UBA932	 RC9	RC9 sp000431015
OTU3458	Bacteria	 Bacteroidota	 Bacteroidia	 Bacteroidales	 UBA932	 RC9	RC9 sp000432515
OTU3459	Bacteria	 Bacteroidota	 Bacteroidia	 Bacteroidales	 UBA932	 RC9	RC9 sp000432655
OTU3460	Bacteria	 Bacteroidota	 Bacteroidia	 Bacteroidales	 UBA932	 RC9	RC9 sp000433355
OTU3461	Bacteria	 Bacteroidota	 Bacteroidia	 Bacteroidales	 UBA932	 RC9	RC9 sp000434935
OTU3462	Bacteria	 Bacteroidota	 Bacteroidia	 Bacteroidales	 UBA932	 RC9	RC9 sp000435075
OTU3463	Bacteria	 Bacteroidota	 Bacteroidia	 Bacteroidales	 UBA932	 RC9	RC9 sp001915575
OTU3464	Bacteria	 Bacteroidota	 Bacteroidia	 Bacteroidales	 UBA932	 RC9	RC9 sp004554455
OTU3465	Bacteria	 Bacteroidota	 Bacteroidia	 Bacteroidales	 UBA932	 RC9	RC9 sp900541925
OTU3466	Bacteria	 Bacteroidota	 Bacteroidia	 Bacteroidales	 UBA932	 RC9	RC9 sp900543205
OTU3467	Bacteria	 Bacteroidota	 Bacteroidia	 Bacteroidales	 UBA932	 RC9	RC9 sp900544195
OTU3468	Bacteria	 Bacteroidota	 Bacteroidia	 Bacteroidales	 UBA932	 RC9	RC9 sp900545245
OTU3469	Bacteria	 Bacteroidota	 Bacteroidia	 Bacteroidales	 UBA932	 RC9	RC9 sp900546395
OTU3470	Bacteria	 Bacteroidota	 Bacteroidia	 Bacteroidales	 UBA932	 RC9	RC9 sp900546445
OTU3471	Bacteria	 Bacteroidota	 Bacteroidia	 Bacteroidales	 UBA932	 RC9	RC9 sp900546925
OTU3472	Bacteria	 Bacteroidota	 Bacteroidia	 Bacteroidales	 UBA932	 RC9	RC9 sp900760425
OTU3473	Bacteria	 Bacteroidota	 Bacteroidia	 Bacteroidales	 UBA932	 RC9	RC9 sp900769145
OTU3474	Bacteria	 Bacteroidota	 Bacteroidia	 Bacteroidales	 UBA932	 RC9	RC9 sp900769905
OTU3475	Bacteria	 Bacteroidota	 Bacteroidia	 Bacteroidales	 UBA932	 RC9	RC9 sp900771005
OTU3476	Bacteria	 Firmicutes_A	 Clostridia	 Monoglobales_A	 UBA1381	 RQCD01	RQCD01 sp008668455
OTU3477	Bacteria	 Actinobacteriota	 Coriobacteriia	 Coriobacteriales	 Eggerthellaceae	 RUG013	RUG013 sp001486445
OTU3478	Bacteria	 Spirochaetota	 Spirochaetia	 Sphaerochaetales	 Sphaerochaetaceae	 RUG023	RUG023 sp900315435
OTU3479	Bacteria	 Firmicutes_A	 Clostridia_A	 Christensenellales	 CAG-74	 RUG11247	RUG11247 sp902767315
OTU3480	Bacteria	 Firmicutes_A	 Clostridia	 Lachnospirales	 Lachnospiraceae	 RUG115	RUG115 sp900066395
OTU3481	Bacteria	 Firmicutes_A	 Clostridia	 Lachnospirales	 Lachnospiraceae	 RUG12045	RUG12045 sp900770325
OTU3482	Bacteria	 Firmicutes	 Bacilli	 RFN20	 CAG-826	 RUG131	RUG131 sp900315885
OTU3483	Bacteria	 Firmicutes	 Bacilli	 RFN20	 CAG-826	 RUG131	RUG131 sp900549975
OTU3484	Bacteria	 Firmicutes_A	 Clostridia	 Lachnospirales	 Lachnospiraceae	 RUG14107	RUG14107 sp900772685
OTU3485	Bacteria	 Firmicutes_A	 Clostridia	 Oscillospirales	 Acutalibacteraceae	 RUG420	RUG420 sp900542575
OTU3486	Bacteria	 Firmicutes_A	 Clostridia	 Oscillospirales	 Acutalibacteraceae	 RUG420	RUG420 sp900771085
OTU3487	Bacteria	 Firmicutes_A	 Clostridia_A	 Christensenellales	 CAG-138	 RUG472	RUG472 sp900545265
OTU3488	Bacteria	 Firmicutes_A	 Clostridia_A	 Christensenellales	 CAG-138	 RUG472	RUG572 sp900547945
OTU3489	Bacteria	 Firmicutes	 Bacilli	 RF39	 UBA660	 RUG705	RUG705 sp900551455
OTU3490	Bacteria	 Firmicutes	 Bacilli	 RF39	 UBA660	 RUG705	RUG705 sp900759875
OTU3491	Bacteria	 Firmicutes_A	 Clostridia	 Oscillospirales	 Acutalibacteraceae	 RUG806	RUG806 sp900313475
OTU3492	Bacteria	 Cyanobacteria	 Vampirovibrionia	 Gastranaerophilales	 Gastranaerophilaceae	 RUG841	RUG841 sp900313795
OTU3493	Bacteria	 Cyanobacteria	 Vampirovibrionia	 Gastranaerophilales	 Gastranaerophilaceae	 RUG841	RUG841 sp900772035
OTU3494	Bacteria	 Proteobacteria	 Gammaproteobacteria	 Enterobacterales	 Enterobacteriaceae	 Rahnella	Rahnella variigena
OTU3495	Bacteria	 Proteobacteria	 Gammaproteobacteria	 Burkholderiales	 Burkholderiaceae	 Ralstonia	Ralstonia pickettii
OTU3496	Bacteria	 Proteobacteria	 Gammaproteobacteria	 Enterobacterales	 Enterobacteriaceae	 Raoultella	Raoultella ornithinolytica
OTU3497	Bacteria	 Actinobacteriota	 Coriobacteriia	 Coriobacteriales	 Eggerthellaceae	 Raoultibacter	Raoultibacter timonensis
OTU3498	Bacteria	 Bacteroidota	 Bacteroidia	 Bacteroidales	 Rikenellaceae	 Rikenella	Rikenella microfusus
OTU3499	Bacteria	 Firmicutes	 Bacilli	 Bacillales_B	 DSM-18226	 Robertmurraya	Robertmurraya massiliosenegalensis
OTU3500	Bacteria	 Firmicutes_A	 Clostridia	 Lachnospirales	 Lachnospiraceae	 Robinsoniella	Robinsoniella peoriensis
OTU3501	Bacteria	 Firmicutes_A	 Clostridia	 Lachnospirales	 Lachnospiraceae	 Robinsoniella	Robinsoniella sp900539655
OTU3502	Bacteria	 Firmicutes_A	 Clostridia	 Lachnospirales	 Lachnospiraceae	 Robinsoniella	Robinsoniella sp900540475
OTU3503	Bacteria	 Firmicutes_A	 Clostridia	 Lachnospirales	 Lachnospiraceae	 Robinsoniella	Robinsoniella sp900555455
OTU3504	Bacteria	 Firmicutes_A	 Clostridia	 Peptostreptococcales	 Peptostreptococcaceae	 Romboutsia	Romboutsia dakarensis
OTU3505	Bacteria	 Firmicutes_A	 Clostridia	 Peptostreptococcales	 Peptostreptococcaceae	 Romboutsia	Romboutsia timonensis
OTU3506	Bacteria	 Firmicutes_A	 Clostridia	 Lachnospirales	 Lachnospiraceae	 Roseburia	Roseburia hominis
OTU3507	Bacteria	 Firmicutes_A	 Clostridia	 Lachnospirales	 Lachnospiraceae	 Roseburia	Roseburia intestinalis
OTU3508	Bacteria	 Firmicutes_A	 Clostridia	 Lachnospirales	 Lachnospiraceae	 Roseburia	Roseburia sp003470905
OTU3509	Bacteria	 Firmicutes_A	 Clostridia	 Lachnospirales	 Lachnospiraceae	 Roseburia	Roseburia sp003483745
OTU3510	Bacteria	 Firmicutes_A	 Clostridia	 Lachnospirales	 Lachnospiraceae	 Roseburia	Roseburia sp900542495
OTU3511	Bacteria	 Firmicutes_A	 Clostridia	 Lachnospirales	 Lachnospiraceae	 Roseburia	Roseburia sp900548205
OTU3512	Bacteria	 Firmicutes_A	 Clostridia	 Lachnospirales	 Lachnospiraceae	 Roseburia	Roseburia sp900550935
OTU3513	Bacteria	 Firmicutes_A	 Clostridia	 Lachnospirales	 Lachnospiraceae	 Roseburia	Roseburia sp900552665
OTU3514	Bacteria	 Firmicutes_A	 Clostridia	 Lachnospirales	 Lachnospiraceae	 Roseburia	Roseburia sp900753715
OTU3515	Bacteria	 Firmicutes_A	 Clostridia	 Lachnospirales	 Lachnospiraceae	 Roseburia	Roseburia sp900756925
OTU3516	Bacteria	 Actinobacteriota	 Actinomycetia	 Actinomycetales	 Micrococcaceae	 Rothia	Rothia aeria
